question,answer_llm,answer_orig,document
Is there a simple function in Pandas for percentile calculation on a column?,"Yes — use `quantile()` on the column:

```python
df[""col""].quantile(q=0.75)
```

This gives the 75th percentile.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
What code should I use to calculate a column’s 75% percentile in Pandas?,"Use:

```python
quantile = df[""col""].quantile(q=0.75)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"How do I force delete every Docker container, even the ones still running, from the terminal?","Use:

```bash
docker rm -f $(docker ps -aq)
```

This force-deletes all containers, including running ones.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What command removes all Docker images at once with force?,`docker rmi -f $(docker images -q)`,"1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
How can I wipe out all Docker volumes from the command line?,"Use this command to delete all Docker volumes:

```bash
docker volume rm $(docker volume ls -q)
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"Is there a quick terminal way to clean up all containers, images, and volumes in Docker?","Yes — you can clean up containers, images, and volumes from the terminal with:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

This removes all containers, all images, and all volumes.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"What are the commands to fully reset Docker by deleting containers, images, and volumes?","To fully reset Docker by deleting all containers, images, and volumes, run:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
How can I stop Streamlit session state from resetting so users can only send feedback once per submission?,I don't know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Why does `st.session.submitted` get set back to True even after I click a feedback button?,"Because `st.session.submitted` is being set to `True` again somewhere in the app logic after the feedback click. In the course context, this was a known issue and the solution is linked here:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
What’s the best way to disable the +1 / -1 buttons after the ask button is used in Streamlit?,"Use `st.session_state` to track whether feedback has already been given for the current submission, and disable the `+1 / -1` buttons when that flag is set.

In the course context, the issue is specifically with `st.session.submitted` being reassigned to `True` again after one feedback button is pressed. The provided solution is to follow the workaround in the Streamlit Discuss thread:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

So the best answer from the context is: **use session state carefully to prevent `submitted` from being reset, and apply the fix from the linked Streamlit Discuss solution.**","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
My Streamlit app keeps reassigning session attributes — how do I fix `st.session.submitted`?,"The issue is known and there’s a solved discussion for it on Streamlit Discuss:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

In short: `st.session.submitted` is being reassigned somewhere in your app flow, so the fix is to follow that solution and make sure it’s only set when you actually want to reset the submission state.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a known fix for the Streamlit session state issue where feedback can be submitted more than once?,"Yes. The known fix is referenced in the Streamlit Discuss solution linked in the context:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Why do I get ""streamlit: executable file not found in $PATH"" when I start my app with docker-compose, even though it works outside Docker?","The app works outside Docker because your local environment has `streamlit` installed and available on your PATH. Inside `docker-compose`, the container doesn’t have that executable available unless your image and compose setup install and expose it properly.

According to the context, the fix is:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What do I need to add or change in docker-compose so a Streamlit app can actually start inside the container?,"You need to make sure the container has a `Dockerfile`, and then add `streamlit` to the `docker-compose` configuration.

After that, rebuild and start it with:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Do I need a Dockerfile for this Streamlit + docker-compose setup, or is docker-compose enough on its own?","You do need a **Dockerfile**.  
For this Streamlit + `docker-compose` setup, `docker-compose` alone is not enough.

The context says to:

1. **Create a `Dockerfile`**
2. Add `streamlit` to the `docker-compose` configuration
3. Rebuild with:

```bash
docker-compose up --build
```

So the fix is to use **both** a Dockerfile and docker-compose.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"After updating my Docker setup, what’s the right command to rebuild the image and run the app again?","Run:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
I’m seeing an OCI runtime create failed error with Streamlit in docker-compose — how can I fix it?,"This is usually fixed by making sure Streamlit is available in the container, not just on your host.

Try this:

1. Create a `Dockerfile` for the app.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild and start the containers:

```bash
docker-compose up --build
```

If you want, I can also help you check a sample `Dockerfile` / `docker-compose.yml` setup.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Can the capstone be done as a team project, or does each person need to submit their own work?","No. The capstone is an individual project.

You can collaborate on ideas, but each submitted project must stand on its own. If you use a shared system, it must be split into clearly independent parts, with each person having a separate qualifying component and separate repository. If it can’t be evaluated independently for each participant, it doesn’t meet the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If we brainstorm the idea together, is that still okay for the capstone?","Yes — brainstorming together is okay. You do **not** need to reserve or announce your capstone idea in advance, and similar topics are allowed as long as **your implementation is your own** and your submission meets the project requirements.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
Could several students build one system if each person has a separate part to submit?,"Yes, but only if each person’s part is a separate, independently evaluable project with its own repository.

A shared system is allowed only when it is clearly split into independent components, and each student submits their own qualifying component. If the work can’t be evaluated separately for each person, then it does not meet the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
Do we need a different repo for every student’s capstone submission?,"No — you only need one repository.  

For the capstone, if you want to submit two projects, they should use different datasets and problem statements, but the context does not say you need a separate repo for each student’s submission. I don't know.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
How strict is the rule about being able to judge each participant’s project on its own?,"It’s very strict: each submitted project must be independently evaluable on its own.

That means:
- A shared system is only acceptable if it is clearly split into separate, independent projects.
- Each person must have their own separate qualifying component and separate repository.
- If the work cannot be evaluated independently for each participant, it does **not** meet the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do I need to submit two capstone projects, or is one enough?","You only need to submit **one** capstone project.

If your first submission fails, you can improve it and resubmit during the **attempt #2** window. If you want to submit **two** projects for extra experience, that’s allowed, but they must use **different datasets and problem statements**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What do you mean by attempt 1 and attempt 2 for the project submission?,"Attempt 1 and attempt 2 are two submission windows for the same capstone project.

- You only need to submit **one project**.
- If your project **doesn’t pass in attempt 1**, you can improve it and **resubmit in attempt 2**.
- If you **miss attempt 1**, you can still submit in **attempt 2**.

So “attempt 2” is not a second separate project; it’s a second chance to submit the same project.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first submission doesn’t pass, can I fix it and send it again later?","Yes. If your first capstone submission fails, you can improve it and resubmit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I miss the first deadline, can I still submit in the second window?","Yes — if this is about the Capstone project, you can still catch up and submit during the attempt #2 window even if you miss attempt #1.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
Does the capstone submission count for certification if I don’t review three peers?,No. The submission does **not** count toward certification if you do **not** participate in the peer review of three peers in your cohort.,"You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Is the competition itself considered the capstone project, or is it separate?","No — the competition is separate. The capstone project is an individual project, while you can participate in the competition separately (and even as a group).","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can I use the math-kaggle-llm-competition as my capstone for the course?,"No, it does not count as the capstone. You can participate in the math-kaggle-llm-competition as a group if you want to form teams, but the capstone itself is an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I join the competition with a team, does that still count toward the capstone?","No. The competition does not count as the capstone, even if you join with a team. You can participate in the competition as a group, but the capstone itself is an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Is the capstone in llm-zoomcamp supposed to be done individually, even if I participate in the competition?","Yes — the capstone is supposed to be done individually, even if you participate in the competition.

The competition does **not** count as the capstone. You may join the competition in a group, but the **capstone itself is an individual attempt**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Can students collaborate in the competition, or is the capstone only an individual project?","Students can collaborate or discuss ideas for the competition, and the competition itself can be done in teams if you want. But the capstone is **individual**: each submitted project must stand on its own and be independently evaluable.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will my capstone project get graded in this course?,"Your capstone project will be graded by **three randomly assigned fellow students** who also submitted the project. You will also need to **review and grade three other students’ projects** yourself.

Your final grade will be the **median score** from the peer reviewers. If you don’t complete the required peer reviews, you may **fail to get the certificate**.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who reviews the capstone project after I submit it?,Your capstone project is reviewed by **three randomly assigned students who also submitted the project**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I have to review other students’ capstone projects too?,"Yes. After the submission deadline, you’ll be assigned 3 fellow students’ capstone projects to evaluate, and you’re expected to grade them.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don’t grade the required number of peer projects?,"If you don’t grade the required number of peer projects, you may fail to achieve the certificate at the end of the course.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final score for the capstone project calculated?,The final score for the capstone project is the **median score** of the grades given by the peer reviewers. Each project is reviewed by **three randomly assigned students** who also submitted the project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"When do we get assigned the projects to review for grading, and what’s the process?","After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.

Process:
- You cannot choose which projects to review.
- You can’t review before the list is released.
- Each submitted project is evaluated by 3 randomly assigned students.
- You will also be responsible for grading 3 fellow students’ projects yourself.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"After the deadline passes, how are the review projects distributed to each participant?","After the submission deadline has passed, an Excel sheet is shared, and 3 projects are assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will there be a list or spreadsheet of projects for peer grading, and when is it shared?","Yes. An Excel sheet with the peer-grading assignments will be shared after the submission deadline has passed, with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects will each person be assigned to evaluate once submissions are closed?,Each person will be assigned **3 projects** to evaluate.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"For the capstone review stage, do we get 3 projects each after the submission deadline?","Yes — after the submission deadline passes, each participant is assigned 3 projects to review.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, so why don’t I see anything to review yet?","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can’t choose which projects to review, and you can’t review anything before the list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the submission deadline is over, how do project reviews get assigned?","After the submission deadline has passed, an Excel sheet is shared, and each participant is assigned 3 projects to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Can I pick which projects I want to evaluate in the capstone course?,"No. Once the project submission deadline has passed, projects are assigned to you for evaluation, and you can’t choose which ones to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why is the review list still empty even though I submitted my project?,The review list is still empty because project reviews are only assigned **after the submission deadline has passed**. You can’t choose projects yourself or review before the list is released.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Do I have to wait until the project list is released before I can start reviewing?,"Yes. You can’t review before the project list has been released. Once the submission deadline has passed, projects will be assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"You can look at [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several project ideas, datasets, tips, and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with some ideas plus datasets I can use for the project?,"Yes — please check this GitHub page for project ideas and datasets:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on the capstone — where do I find a list of possible datasets and topics?,"Please check this GitHub page for several ideas and datasets that can be used for the capstone project, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Do you have a GitHub link with project suggestions and data sources for the capstone?,"Yes — the GitHub page with project ideas and datasets is here:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best place to check for ideas and datasets before starting the project?,"The best place to check is the **GitHub project page** for the capstone:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several **ideas, datasets, tips, and guidelines** to help you get started.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project ingestion pipeline, or is plain Python enough?","No — you do **not** need Airflow, Mage, or Kestra for the capstone ingestion pipeline. A **plain Python script** that ingests and indexes your data is enough for full points on that criterion.

A Jupyter notebook with the same steps is also allowed, but it’s worth **1 point instead of 2**.

Use an orchestrator only if it genuinely fits your project, such as when you need **recurring ingestion** of a feed that updates daily. Don’t add one just to meet the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion pipeline in a Jupyter notebook instead of a script, will that still get full credit?","No — a Jupyter notebook with the same ingestion steps is worth **1 point instead of 2**. To get full credit for the ingestion pipeline criterion, use a **plain Python script** that ingests and indexes your data.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Is using an orchestration tool required for the project, or can I skip it if my data only needs a simple ingest-and-index flow?","No — an orchestration tool is **not required** for the capstone.

If your project is just a **simple ingest-and-index flow**, a **plain Python script** is enough for full points on the ingestion pipeline criterion. You should use an orchestrator only if it genuinely fits your use case, such as **recurring daily ingestion**. Don’t add one just to meet the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"When would it make sense to use an orchestrator in the capstone, like for a daily-updated feed?","It would make sense to use an orchestrator if your project has **recurring ingestion**, such as a feed that **updates daily** and you want the pipeline to run on a schedule.

For the capstone, though, you **don’t need** an orchestrator just to get full points on the ingestion criterion — a plain Python script is enough.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Can I earn the ingestion pipeline points without adding an orchestrator, and should I avoid one if it’s only there for grading?","Yes. You can earn full points for the ingestion pipeline criterion with just a plain Python script that ingests and indexes your data.

And yes, you should avoid adding an orchestrator just for grading. The context explicitly says to use an orchestrator only if it actually fits your project, such as for a recurring daily feed. A Jupyter notebook with the same steps is worth 1 point instead of 2.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don’t have clear ground-truth answers?,"You can evaluate it in two good ways:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that *should* retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG system.
   - Have an LLM score the result using a fixed rubric, such as **relevance** or **usefulness** on a 1–5 scale.

For recommender-style ranking problems, **NDCG is often better than hit rate**, because it rewards putting good items high in the ranking even if there isn’t just one exact correct answer.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Is there a way to create synthetic test queries for evaluating retrieval in a recommendation RAG setup?,"Yes. A good approach is to use **synthetic ground truth**:

- For each item in your dataset, prompt an LLM with the item’s description.
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
- Run those synthetic queries through your retriever.
- Evaluate with metrics like **hit rate**, **MRR**, or **NDCG**.

For recommendation-style retrieval, **NDCG** is often especially useful because it works well when multiple items could be relevant and it rewards putting good items higher in the ranking.

You can also combine this with **LLM-as-a-judge** on sampled queries to assess end-to-end usefulness.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What metrics should I use for ranking-style RAG evaluation, like hit rate, MRR, or NDCG?","For ranking-style RAG evaluation, use **retrieval metrics like hit rate, MRR, and especially NDCG**.

- **Hit rate**: checks whether a relevant item appears somewhere in the top-k.
- **MRR**: rewards getting the first relevant item as high as possible.
- **NDCG**: often the **best fit for ranking problems**, because it rewards placing good items higher in the list and works well when **multiple items could be acceptable answers**.

So if you’re choosing one metric for ranking-style RAG, **NDCG is often a better fit than hit rate**. You can also report **MRR** and **hit rate** alongside it.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Can I use an LLM as a judge to score the quality of my RAG recommendations end to end?,"Yes — you can use an LLM as a judge for end-to-end quality.

For a recommender-style RAG without obvious Q&A ground truth, the course suggests **LLM-as-a-judge** as one of two evaluation approaches:

- Sample queries
- Run the full RAG pipeline
- Have an LLM rate the result for **relevance/usefulness** using a fixed rubric, for example a **1–5 scale** with criteria you define in the prompt

The context also notes that for ranking-style problems, **NDCG** is often a better fit than hit rate because it rewards putting good items higher in the list, not just getting the first one right.

If you want, I can also outline a practical judge prompt rubric for RAG recommendations.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
